#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B211C7
#Date Time: 2024-12-03 12:32:00.826
#Sample rate: 7.69231e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -8.35 V Sample Mode: Average
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 1 V
#Negative Supply: Rdy
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0005218195787831514,0.05835686181563567,7.219780332168577
-0.0005216895787831514,0.05869510371271359,7.231088762653673
-0.0005215595787831514,0.05768037802147984,7.234858239482039
-0.0005214295787831514,0.05835686181563567,7.24239719313877
-0.0005212995787831514,0.05835686181563567,7.249936146795497
-0.0005211695787831514,0.05768037802148014,7.249936146795501
-0.0005210395787831513,0.05632741043316818,7.25370562362387
-0.0005209095787831514,0.05632741043316787,7.261244577280602
-0.0005207795787831514,0.05565092663901235,7.272553007765693
-0.0005206495787831514,0.05565092663901235,7.27632248459406
-0.0005205195787831514,0.05429795905070067,7.287630915079156
-0.0005203895787831514,0.05565092663901235,7.291400391907521
-0.0005202595787831514,0.05429795905070067,7.302708822392617
-0.0005201295787831514,0.05429795905070067,7.310247776049344
-0.0005199995787831514,0.05328323335946739,7.314017252877711
-0.0005198695787831513,0.05362147525654484,7.317786729706086
-0.0005197395787831514,0.05362147525654484,7.33286463701954
-0.0005196095787831514,0.05395971715362276,7.329095160191175
-0.0005194795787831514,0.05362147525654484,7.33286463701954
-0.0005193495787831514,0.05226850766823318,7.340403590676272
-0.0005192195787831514,0.05159202387407735,7.351712021161368
-0.0005190895787831514,0.05159202387407735,7.359250974818095
-0.0005189595787831514,0.05125378197699959,7.366789928474826
-0.0005188295787831513,0.05091554007992137,7.37809835895993
-0.0005186995787831514,0.05057729818284361,7.385637312616662
-0.0005185695787831514,0.05057729818284361,7.396945743101753
-0.0005184395787831514,0.05057729818284361,7.396945743101753
-0.0005183095787831514,0.04990081438868776,7.404484696758484
-0.0005181795787831514,0.05057729818284361,7.419562604071945
-0.0005180495787831514,0.04990081438868807,7.419562604071945
-0.0005179195787831514,0.04854784680037672,7.430871034557037
-0.0005177895787831513,0.04854784680037595,7.438409988213775
-0.0005176595787831514,0.04820960490329804,7.44217946504214
-0.0005175295787831514,0.04787136300622027,7.445948941870504
-0.0005173995787831514,0.04820960490329819,7.449718418698869
-0.0005172695787831514,0.04685663731498653,7.461026849183965
-0.0005171395787831514,0.04753312110914236,7.464796326012331
-0.0005170095787831514,0.04685663731498653,7.472335279669062
-0.0005168795787831514,0.04685663731498653,7.483643710154153
-0.0005167495787831513,0.04651839541790815,7.487413186982527
-0.0005166195787831514,0.04550366972667486,7.494952140639258
-0.0005164895787831514,0.04550366972667486,7.502491094295985
-0.0005163595787831514,0.04448894403544111,7.506260571124351
-0.0005162295787831514,0.0441507021383632,7.513799524781081
-0.0005160995787831514,0.04347421834420737,7.525107955266178
-0.0005159695787831514,0.04381246024128528,7.532646908922909
-0.0005158395787831514,0.04347421834420752,7.536416385751273
-0.0005157095787831514,0.04347421834420737,7.547724816236365
-0.0005155795787831513,0.04245949265297393,7.555263769893105
-0.0005154495787831514,0.0431359764471296,7.562802723549835
-0.0005153195787831514,0.04347421834420737,7.566572200378198
-0.0005151895787831514,0.04178300885881778,7.570341677206564
-0.0005150595787831514,0.04212125075589571,7.574111154034929
-0.0005149295787831514,0.04144476696173986,7.585419584520025
-0.0005147995787831514,0.04009179937342882,7.592958538176752
-0.0005146695787831514,0.04043004127050596,7.604266968661847
-0.0005145395787831513,0.03941531557927253,7.619344875975316
-0.0005144095787831514,0.03975355747635013,7.623114352803682
-0.0005142795787831514,0.03941531557927237,7.626883829632045
-0.0005141495787831514,0.03873883178511654,7.630653306460411
-0.0005140195787831514,0.03873883178511654,7.641961736945507
-0.0005138895787831514,0.03806234799096071,7.649500690602237
-0.0005137595787831514,0.03806234799096071,7.657039644258965
-0.0005136295787831514,0.03806234799096071,7.664578597915696
-0.0005134995787831513,0.03670938040264966,7.672117551572429
-0.0005133695787831514,0.03806234799095994,7.66834807474407
-0.0005132395787831514,0.03637113850557112,7.679656505229161
-0.0005131095787831514,0.03704762229972695,7.683425982057527
-0.0005129795787831514,0.03637113850557112,7.690964935714257
-0.0005128495787831514,0.03637113850557112,7.694734412542623
-0.0005127195787831514,0.03366520332894779,7.706042843027719
-0.0005125895787831514,0.03400344522602557,7.713581796684447
-0.0005124595787831514,0.03467992902018124,7.728659703997905
-0.0005123295787831514,0.03265047763771405,7.732429180826284
-0.0005121995787831514,0.03265047763771405,7.747507088139739
-0.0005120695787831514,0.03298871953479196,7.758815518624836
-0.0005119395787831514,0.03231223574063613,7.762584995453201
-0.0005118095787831514,0.0316357519464803,7.770123949109932
-0.0005116795787831514,0.03197399384355822,7.781432379595028
-0.0005115495787831514,0.03062102625524717,7.788971333251755
-0.0005114195787831514,0.03028278435816879,7.80027976373685
-0.0005112895787831513,0.03028278435816879,7.804049240565222
-0.0005111595787831514,0.03062102625524624,7.80781871739359
-0.0005110295787831514,0.02994454246109072,7.815357671050317
-0.0005108995787831514,0.02994454246109072,7.826666101535413
-0.0005107695787831514,0.02926805866693489,7.837974532020509
-0.0005106395787831514,0.02926805866693489,7.84551348567724
-0.0005105095787831514,0.02791509107862384,7.849282962505605
