#Digilent WaveForms Curve Tracer Trace
#Type:NPN
#Frequency:10 kHz
#RCollector:100 Ohm
#RBase:10 kOhm
#Resolution:
#Vce:0 V
#Ic:37.20951047 uA
#Vbe:341.7798811 uV
#Ib:-34.1779881146 nA
Vce (V),Ic (A),Vbe (V),Ib (A),Vrc (V),Vrb (V)
0,0.0001707604975838376,-0.001128127998397205,0,5,0
0,0.0001707604975838376,0.005707469624524136,0,5,0.0075
0,0.0001707604975838376,0.01254306724744548,0,5,0.015
0,0.0001707604975838376,0.01972044475151288,0,5,0.0225
0,0.0001707604975838376,0.02723960213672636,0,5,0.03
0,0.0001707604975838376,0.03441697964079377,0,5,0.0375
0,0.0001707604975838376,0.0412525772637151,0,5,0.045
0,0.0001707604975838376,0.05048063405465891,0,5,0.0525
0,0.0001707604975838376,0.05765801155872632,0,5,0.06
0,0.0001707604975838376,0.06483538906279374,0,5,0.0675
0,0.0001707604975838376,0.07201276656686113,0,5,0.075
0,0.0001707604975838376,0.07953192395207462,0,5,0.0825
0,0.0001707604975838376,0.08670930145614202,0,5,0.09
0,0.0001707604975838376,0.09354489907906335,0,5,0.0975
0,0.0001707604975838376,0.102089396107715,0,5,0.105
0,0.0001707604975838376,0.1099503333740746,0,5,0.1125
0,0.0001707604975838376,0.1167859309969959,0,5,0.12
0,0.0001707604975838376,0.1239633085010633,0,5,0.1275
0,0.0001707604975838376,0.1318242457674229,0,5,0.135
0,0.0001707604975838376,0.1390016232714903,0,5,0.1425
0,0.0001707604975838376,0.1458372208944116,0,5,0.15
0,0.0001707604975838376,0.1543817179230633,0,5,0.1575
0,0.0001707604975838376,0.1619008753082768,0,5,0.165
0,0.0001707604975838376,0.1687364729311981,0,5,0.1725
0,0.0001707604975838376,0.1762556303164116,0,5,0.18
0,0.0001707604975838376,0.1837747877016251,0,5,0.1875
0,0.0001335509871160366,0.1912939450868385,0,5,0.195
0,0.0001707604975838376,0.1981295427097599,0,5,0.2025
0,0.0001707604975838376,0.2066740397384116,0,5,0.21
0,0.0001707604975838376,0.214193197123625,0,5,0.2175
0,0.0001707604975838376,0.2210287947465464,0,5,0.225
0,0.0001707604975838376,0.2282061722506138,0,5,0.2325
0,0.0001707604975838376,0.2360671095169733,0,5,0.24
0,0.0001707604975838376,0.2439280467833329,0,5,0.2475
0,0.0001707604975838376,0.2504218645251081,0,5,0.255
0,0.0001707604975838376,0.2596499213160519,0,5,0.2625
0,0.0001707604975838376,0.2664855189389733,0,5,0.27
0,0.0001707604975838376,0.2733211165618946,0,5,0.2775
0,0.0001707604975838376,0.2808402739471081,0,5,0.285
0,0.0001707604975838376,0.2883594313323216,0,5,0.2925
0,0.0001707604975838376,0.2951950289552429,0,5,0.3
0,0.0001707604975838376,0.3023724064593103,0,5,0.3075
0,0.0001707604975838376,0.3116004632502541,0,5,0.315
0,0.0001707604975838376,0.3187778407543215,0,5,0.3225
