0.405  0.06355  0.04065
0.415  0.1108  0.05469
0.425  0.07673  0.04946
0.435  0.1429  0.1073
0.445  0.1347  0.08842
0.455  0.0554  0.05087
0.465  0.1405  0.1023
0.475  0.1247  0.1017
0.485  0.07664  0.05345
0.495  0.05697  0.06538
0.505  0.003717  0.07482
0.515  0.06772  0.07842
0.525  -0.08933  0.1543
0.535  -0.06872  0.08283
0.545  -0.05428  0.08591
0.555  -0.07111  0.1037
0.565  0.01801  0.09566
0.575  -0.05333  0.1043
0.585  -0.07392  0.141
0.595  -0.06261  0.1479
0.605  -0.08042  0.1057
0.615  0.02314  0.1415
0.625  -0.06568  0.1002
0.635  0.03306  0.1482
0.645  -0.1274  0.1278
0.655  -0.06992  0.2039
0.665  -0.05114  0.177
0.675  -0.1295  0.2305
0.685  -0.3227  0.1928
0.695  -0.1692  0.1927
0.705  -0.2873  0.2168
0.715  0.002934  0.2678
0.725  0.04605  0.2946
0.735  -0.01867  0.2838
0.745  0.01733  0.279
0.755  0.1149  0.2385
0.765  0.03887  0.1696
0.775  0.1589  0.2486
0.785  0.1878  0.1989
0.795  -0.02693  0.1584
0.805  -0.03287  0.1622
0.815  0.01218  0.1986
0.825  -0.1081  0.2223
0.835  -0.147  0.1758
0.845  -0.145  0.2462
0.855  -0.2568  0.2415
0.865  0.01102  0.2096
0.875  -0.1574  0.2022
0.885  -0.1615  0.177
0.895  -0.000277  0.1056
0.905  -0.1295  0.1861
0.915  -0.1684  0.1825
0.925  0.09905  0.1009
0.935  -0.2004  0.1381
0.945  0.006065  0.1197
0.955  0.05165  0.08005
0.965  0.1641  0.08313
0.975  0.1369  0.1088
0.985  0.009174  0.0807
0.995  0.05951  0.08309
1.005  -0.1015  0.1401
1.015  -0.02847  0.09143
1.025  -0.004858  0.07124
1.035  -0.301  0.09781
1.045  -0.1391  0.09596
1.055  -0.01911  0.09647
1.065  -0.04736  0.0752
1.075  -0.1807  0.06498
1.085  -0.005696  0.1253
1.095  0.04309  0.05844
1.105  0.00718  0.07911
1.115  -0.1188  0.07954
1.125  0.02427  0.0723
1.135  -0.08128  0.08597
1.145  0.03407  0.06258
1.155  0.007255  0.06027
1.165  -0.1147  0.06896
1.175  -0.05157  0.08318
1.185  -0.1221  0.09169
1.195  -0.06137  0.08848
1.205  -0.1602  0.1061
1.215  0.02188  0.09462
1.225  -0.07041  0.08962
1.235  -0.002907  0.08508
1.245  -0.06294  0.09004
1.255  -0.01848  0.07797
1.265  0.0294  0.07169
1.275  -0.0663  0.1029
1.285  0.03742  0.0676
1.295  0.0322  0.08232
1.305  0.0006128  0.07145
1.315  -0.07947  0.07944
1.325  -0.0308  0.06968
1.335  0.01883  0.06471
1.345  -0.09057  0.07929
1.355  0.03365  0.07462
1.365  0.1036  0.08932
1.375  -0.1001  0.08349
1.385  0.03199  0.06778
1.395  0.04257  0.06794
