0.405	0.004963	0.0177
0.415	0.001025	0.02317
0.425	-0.004327	-0.02216
0.435	0.05858	0.0263
0.445	0.01614	0.0307
0.455	0.03029	0.02283
0.465	-0.01068	-0.02893
0.475	-0.007386	-0.05099
0.485	-0.04954	-0.03472
0.495	-0.06955	-0.03442
0.505	-0.01838	-0.03673
0.515	-0.01353	-0.0615
0.525	-0.09609	-0.05314
0.535	-0.06521	-0.05107
0.545	-0.06828	-0.0435
0.555	0.01499	0.04774
0.565	-0.01518	-0.03835
0.575	-0.0378	-0.04123
0.585	-0.03928	-0.1142
0.595	0.00479	0.1003
0.605	-0.04919	-0.07146
0.615	-0.04258	-0.09224
0.625	-0.04599	-0.05551
0.635	-0.1914	-0.06085
0.645	-0.1012	-0.06741
0.655	-0.04182	-0.06918
0.665	-0.1534	-0.07625
0.675	-0.1647	-0.06895
0.685	-0.1991	-0.08013
0.695	-0.1985	-0.1331
0.705	-0.1987	-0.1223
0.715	-0.2915	-0.09844
0.725	-0.182	-0.1356
0.735	-0.2871	-0.1012
0.745	-0.2939	-0.1162
0.755	-0.3242	-0.1145
0.765	-0.2379	-0.1134
0.775	-0.3024	-0.1012
0.785	-0.2611	-0.07783
0.795	-0.2534	-0.07921
0.805	-0.2009	-0.07805
0.815	-0.1282	-0.06881
0.825	-0.06748	-0.06135
0.835	-0.02856	-0.0497
0.845	-0.02323	-0.04804
0.855	-0.008375	-0.04399
0.865	0.08608	0.04332
0.875	0.03958	0.03776
0.885	0.08957	0.04151
0.895	0.03783	0.0424
0.905	0.06916	0.03367
0.915	0.1014	0.03171
0.925	0.06656	0.05094
0.935	0.08698	0.03803
0.945	0.1221	0.04834
0.955	0.07292	0.03972
0.965	0.05746	0.03603
0.975	0.1002	0.03642
0.985	0.1123	0.04049
0.995	0.1809	0.04361
1.005	0.1387	0.03258
1.015	0.1261	0.0322
1.025	0.1155	0.03361
1.035	0.1261	0.04332
1.045	0.1035	0.03267
1.055	0.1473	0.038
1.065	0.1472	0.03905
1.075	0.1465	0.03569
1.085	0.2192	0.04224
1.095	0.1243	0.03983
1.105	0.1644	0.05706
1.115	0.2186	0.04106
1.125	0.2534	0.06751
1.135	0.1456	0.04224
1.145	0.1374	0.04224
1.155	0.2922	0.07979
1.165	0.2289	0.04537
1.175	0.3024	0.07958
1.185	0.2909	0.05526
1.195	0.3391	0.1155
1.205	0.2728	0.06491
1.215	0.3264	0.08175
1.225	0.2697	0.05535
1.235	0.2504	0.0522
1.245	0.4558	0.1126
1.255	0.308	0.06955
1.265	0.2859	0.0562
1.275	0.3226	0.1003
1.285	0.4579	0.09687
1.295	0.3219	0.06696
1.305	0.2304	0.05463
1.315	0.3102	0.06903
1.325	0.2981	0.07238
1.335	0.3378	0.07511
1.345	0.2465	0.05523
1.355	0.2423	0.07999
1.365	0.2691	0.05469
1.375	0.1872	0.0612
1.385	0.2962	0.07696
1.395	0.2034	0.05534
