 -0.65 0.815  -1.17300   0.24980
 -0.65 0.825  -1.16300   0.22550
 -0.65 0.835  -1.21800   0.30210
 -0.65 0.845  -0.82810   0.14600
 -0.65 0.855  -1.05400   0.17560
 -0.65 0.865  -0.79250   0.15560
 -0.65 0.875  -0.64870   0.15860
 -0.65 0.885  -0.63930   0.13220
 -0.65 0.895  -0.64140   0.11560
 -0.65 0.905  -0.54800   0.22320
 -0.65 0.915  -0.63240   0.16470
 -0.65 0.925  -0.29520   0.19310
 -0.65 0.935  -0.36050   0.15020
 -0.65 0.945  -0.40110   0.15500
 -0.65 0.955  -0.18780   0.10490
 -0.65 0.965  -0.28380   0.13130
 -0.65 0.975  -0.16180   0.10910
 -0.65 0.985   0.04847   0.17690
 -0.65 0.995  -0.09630   0.09615
 -0.65 1.005  -0.08531   0.10360
 -0.65 1.015  -0.06125   0.11850
 -0.65 1.025   0.03122   0.08238
 -0.65 1.035   0.08213   0.10520
 -0.65 1.045   0.19130   0.13380
 -0.65 1.055   0.16970   0.11680
 -0.65 1.065   0.11660   0.11350
 -0.65 1.075   0.12550   0.10600
 -0.65 1.085   0.26460   0.10130
 -0.65 1.095   0.20020   0.09971
 -0.65 1.105   0.32030   0.15680
 -0.65 1.115   0.30540   0.10320
 -0.65 1.125   0.32980   0.09067
 -0.65 1.135   0.45500   0.12910
 -0.65 1.145   0.36340   0.12330
 -0.65 1.155   0.23850   0.08642
 -0.65 1.165   0.37640   0.10920
 -0.65 1.175   0.34540   0.09479
 -0.65 1.185   0.47560   0.14940
 -0.65 1.195   0.38470   0.10660
 -0.65 1.205   0.50050   0.11880
 -0.65 1.215   0.32130   0.11480
 -0.65 1.225   0.52800   0.11270
 -0.65 1.235   0.38380   0.11920
 -0.65 1.245   0.48720   0.11910
 -0.65 1.255   0.51010   0.12810
 -0.65 1.265   0.38810   0.12430
 -0.65 1.275   0.64900   0.15600
 -0.65 1.285   0.33070   0.11070
 -0.65 1.295   0.36520   0.10790
 -0.65 1.305   0.47330   0.12610
 -0.65 1.315   0.50920   0.11810
 -0.65 1.325   0.26730   0.10580
 -0.65 1.335   0.42550   0.10410
 -0.65 1.345   0.48020   0.15670
 -0.65 1.355   0.32960   0.11590
 -0.65 1.365   0.37150   0.11500
 -0.65 1.375   0.52910   0.15570
 -0.65 1.385   0.41420   0.13050
 -0.65 1.395   0.48110   0.12490
 -0.75 0.405   0.01067   0.02693
 -0.75 0.415   0.12720   0.03560
 -0.75 0.425   0.11850   0.04216
 -0.75 0.435   0.12580   0.04958
 -0.75 0.445   0.12940   0.03811
 -0.75 0.455   0.11130   0.06688
 -0.75 0.465   0.26110   0.07612
 -0.75 0.475   0.27400   0.11190
 -0.75 0.485   0.20850   0.07465
 -0.75 0.495   0.24980   0.08648
 -0.75 0.505   0.27660   0.10010
 -0.75 0.515   0.21130   0.08272
 -0.75 0.525   0.21630   0.08961
 -0.75 0.535   0.25100   0.08604
 -0.75 0.545   0.28950   0.10160
 -0.75 0.555   0.33410   0.14640
 -0.75 0.565   0.28710   0.09604
 -0.75 0.575   0.36960   0.14340
 -0.75 0.585   0.22430   0.08327
 -0.75 0.595   0.27140   0.09694
 -0.75 0.605   0.35560   0.12680
 -0.75 0.615   0.41240   0.15260
 -0.75 0.625   0.29760   0.10900
 -0.75 0.635   0.29370   0.13850
 -0.75 0.645   0.45030   0.10730
 -0.75 0.655   0.19710   0.10430
 -0.75 0.665   0.45730   0.15060
 -0.75 0.675   0.33540   0.16920
 -0.75 0.685   0.28070   0.14070
 -0.75 0.695   0.32190   0.14820
 -0.75 0.705   0.22880   0.12580
 -0.75 0.715   0.03344   0.15710
 -0.75 0.725   0.15950   0.15600
 -0.75 0.735   0.04542   0.13640
 -0.75 0.745  -0.27560   0.14480
 -0.75 0.755  -0.50840   0.20470
 -0.75 0.765  -0.51120   0.20850
 -0.75 0.775  -0.42460   0.16010
 -0.75 0.785  -0.58770   0.15350
 -0.75 0.795  -0.62160   0.19040
 -0.75 0.805  -0.48650   0.16030
 -0.75 0.815  -0.50000   0.18230
 -0.75 0.825  -0.44750   0.16030
 -0.75 0.835  -0.40820   0.22780
 -0.75 0.845  -0.48780   0.12320
 -0.75 0.855  -0.26020   0.12130
 -0.75 0.865  -0.41780   0.12920
 -0.75 0.875  -0.26620   0.13820
 -0.75 0.885  -0.23470   0.10420
 -0.75 0.895  -0.28830   0.13580
 -0.75 0.905  -0.21830   0.09348
 -0.75 0.915  -0.16980   0.12550
 -0.75 0.925  -0.28130   0.12100
 -0.75 0.935  -0.25870   0.14060
 -0.75 0.945  -0.13560   0.16090
 -0.75 0.955   0.10880   0.14180
 -0.75 0.965  -0.08041   0.11430
 -0.75 0.975   0.02799   0.10610
 -0.75 0.985  -0.07981   0.08032
 -0.75 0.995  -0.07758   0.08213
 -0.75 1.005   0.12670   0.15000
 -0.75 1.015  -0.00531   0.07804
 -0.75 1.025   0.04501   0.07760
 -0.75 1.035   0.11000   0.08093
 -0.75 1.045   0.15540   0.08507
 -0.75 1.055   0.04559   0.14610
 -0.75 1.065   0.06760   0.08567
 -0.75 1.075   0.16420   0.08885
 -0.75 1.085   0.11850   0.07767
 -0.75 1.095   0.12010   0.07446
 -0.75 1.105  -0.04909   0.13390
 -0.75 1.115   0.15530   0.10520
 -0.75 1.125   0.20380   0.12010
 -0.75 1.135   0.27560   0.08222
 -0.75 1.145   0.21340   0.09803
 -0.75 1.155   0.07431   0.10400
 -0.75 1.165   0.20980   0.12010
 -0.75 1.175   0.20660   0.08176
 -0.75 1.185   0.25000   0.09925
 -0.75 1.195   0.28390   0.10370
 -0.75 1.205   0.00005   0.09972
 -0.75 1.215   0.29090   0.12940
 -0.75 1.225   0.19340   0.09880
 -0.75 1.235   0.02598   0.11750
 -0.75 1.245   0.22970   0.10330
 -0.75 1.255   0.06548   0.11620
 -0.75 1.265   0.19520   0.10580
 -0.75 1.275   0.14850   0.10380
 -0.75 1.285   0.17990   0.09257
 -0.75 1.295   0.08674   0.10960
 -0.75 1.305  -0.03522   0.11310
 -0.75 1.315   0.14490   0.08627
 -0.75 1.325   0.12740   0.09611
 -0.75 1.335   0.17040   0.09023
 -0.75 1.345   0.08379   0.08959
 -0.75 1.355   0.16980   0.08679
 -0.75 1.365   0.22080   0.10090
 -0.75 1.375   0.21460   0.10380
 -0.75 1.385   0.13350   0.07640
 -0.75 1.395   0.19350   0.08863
 -0.85 0.405   0.06462   0.02400
 -0.85 0.415   0.03743   0.02380
 -0.85 0.425   0.04683   0.02724
 -0.85 0.435   0.05874   0.03472
 -0.85 0.445   0.12420   0.04589
 -0.85 0.455   0.07728   0.03508
 -0.85 0.465   0.16870   0.04435
 -0.85 0.475   0.24960   0.10680
 -0.85 0.485   0.18490   0.07054
 -0.85 0.495   0.21190   0.07725
 -0.85 0.505   0.23050   0.07092
 -0.85 0.515   0.13420   0.04846
 -0.85 0.525   0.21570   0.11230
 -0.85 0.535   0.14780   0.05066
 -0.85 0.545   0.24670   0.07899
 -0.85 0.555   0.26140   0.05953
 -0.85 0.565   0.18070   0.06781
 -0.85 0.575   0.20570   0.07371
 -0.85 0.585   0.26200   0.09019
 -0.85 0.595   0.19650   0.07336
 -0.85 0.605   0.17910   0.07794
 -0.85 0.615   0.20410   0.07577
 -0.85 0.625   0.23170   0.10620
 -0.85 0.635   0.37940   0.11370
 -0.85 0.645   0.25060   0.08279
 -0.85 0.655   0.24620   0.08981
 -0.85 0.665   0.24790   0.10080
 -0.85 0.675   0.30060   0.08666
 -0.85 0.685   0.29940   0.09530
 -0.85 0.695   0.30870   0.12030
 -0.85 0.705   0.18260   0.12460
 -0.85 0.715   0.19730   0.11630
 -0.85 0.725  -0.01059   0.19870
 -0.85 0.735   0.05427   0.12340
 -0.85 0.745   0.01306   0.12670
 -0.85 0.755  -0.12300   0.14180
 -0.85 0.765  -0.12060   0.12330
 -0.85 0.775  -0.38060   0.15070
 -0.85 0.785  -0.31310   0.13370
 -0.85 0.795  -0.41350   0.11720
 -0.85 0.805  -0.33290   0.11790
 -0.85 0.815  -0.20260   0.12170
 -0.85 0.825  -0.27200   0.10970
 -0.85 0.835  -0.17840   0.10910
 -0.85 0.845  -0.27400   0.11910
 -0.85 0.855  -0.21650   0.13530
 -0.85 0.865  -0.20430   0.11740
 -0.85 0.875  -0.21740   0.11430
 -0.85 0.885  -0.05133   0.08834
 -0.85 0.895  -0.13210   0.09504
 -0.85 0.905  -0.05256   0.08188
 -0.85 0.915  -0.00120   0.12580
 -0.85 0.925  -0.18660   0.11040
 -0.85 0.935  -0.14700   0.08001
 -0.85 0.945  -0.09331   0.08786
 -0.85 0.955  -0.01239   0.08605
 -0.85 0.965   0.05817   0.09944
 -0.85 0.975   0.01255   0.13290
 -0.85 0.985  -0.03354   0.06755
 -0.85 0.995  -0.02045   0.07989
 -0.85 1.005   0.06613   0.09485
 -0.85 1.015   0.02366   0.08524
 -0.85 1.025   0.00230   0.09781
 -0.85 1.035  -0.09595   0.06553
 -0.85 1.045  -0.03840   0.12690
 -0.85 1.055   0.02544   0.09056
 -0.85 1.065   0.09623   0.09184
 -0.85 1.075   0.03805   0.10520
 -0.85 1.085   0.12060   0.10560
 -0.85 1.095   0.06191   0.09179
 -0.85 1.105   0.18390   0.17400
 -0.85 1.115  -0.14920   0.08224
 -0.85 1.125   0.16140   0.14340
 -0.85 1.135   0.03050   0.12640
 -0.85 1.145   0.08195   0.10830
 -0.85 1.155   0.22910   0.14860
 -0.85 1.165   0.03697   0.07657
 -0.85 1.175   0.01543   0.09422
 -0.85 1.185   0.04332   0.14610
 -0.85 1.195   0.13160   0.08087
 -0.85 1.205  -0.03475   0.09573
 -0.85 1.215   0.08824   0.08621
 -0.85 1.225  -0.07572   0.08999
 -0.85 1.235  -0.03742   0.09414
 -0.85 1.245   0.11610   0.10210
 -0.85 1.255  -0.04274   0.07883
 -0.85 1.265  -0.03102   0.09660
 -0.85 1.275   0.04280   0.08800
 -0.85 1.285   0.11310   0.10840
 -0.85 1.295   0.05753   0.09616
 -0.85 1.305   0.01495   0.08765
 -0.85 1.315  -0.12350   0.10710
 -0.85 1.325  -0.00885   0.08782
 -0.85 1.335  -0.02804   0.09755
 -0.85 1.345   0.00186   0.07933
 -0.85 1.355  -0.13230   0.07528
 -0.85 1.365  -0.12030   0.09021
 -0.85 1.375  -0.21760   0.19720
 -0.85 1.385   0.02593   0.08719
 -0.85 1.395  -0.03230   0.07173
 -0.95 0.405   0.08187   0.03120
 -0.95 0.415   0.09454   0.02848
 -0.95 0.425   0.05149   0.02352
 -0.95 0.435   0.09330   0.02696
 -0.95 0.445   0.13400   0.03011
 -0.95 0.455   0.14520   0.06400
 -0.95 0.465   0.10210   0.03331
 -0.95 0.475   0.15140   0.06057
 -0.95 0.485   0.13440   0.06075
 -0.95 0.495   0.14970   0.08399
 -0.95 0.505   0.18700   0.08706
 -0.95 0.515   0.20330   0.06824
 -0.95 0.525   0.17070   0.07261
 -0.95 0.535   0.19370   0.07984
 -0.95 0.545   0.16920   0.06853
 -0.95 0.555   0.28750   0.09870
 -0.95 0.565   0.10250   0.04523
 -0.95 0.575   0.14740   0.05908
 -0.95 0.585   0.22770   0.08510
 -0.95 0.595   0.09884   0.05660
 -0.95 0.605   0.11420   0.06144
 -0.95 0.615   0.13720   0.06217
 -0.95 0.625   0.19030   0.10680
 -0.95 0.635   0.14980   0.06451
 -0.95 0.645   0.18440   0.08994
 -0.95 0.655   0.20010   0.07036
 -0.95 0.665   0.11920   0.07465
 -0.95 0.675   0.23380   0.08105
 -0.95 0.685   0.21700   0.11120
 -0.95 0.695   0.22570   0.09019
 -0.95 0.705   0.20920   0.09615
 -0.95 0.715   0.23840   0.12330
 -0.95 0.725  -0.00575   0.10360
 -0.95 0.735  -0.02009   0.09591
 -0.95 0.745  -0.10030   0.10550
 -0.95 0.755  -0.08844   0.14470
 -0.95 0.765  -0.13430   0.15900
 -0.95 0.775  -0.22550   0.10960
 -0.95 0.785  -0.29010   0.12420
 -0.95 0.795  -0.19210   0.09935
 -0.95 0.805  -0.18960   0.09929
 -0.95 0.815  -0.31630   0.15020
 -0.95 0.825  -0.02231   0.11260
 -0.95 0.835  -0.24070   0.08865
 -0.95 0.845  -0.18200   0.09972
 -0.95 0.855  -0.30800   0.09210
 -0.95 0.865  -0.13820   0.12370
 -0.95 0.875  -0.28650   0.07908
 -0.95 0.885  -0.17780   0.07020
 -0.95 0.895  -0.23150   0.10300
 -0.95 0.905  -0.20200   0.06956
 -0.95 0.915  -0.11000   0.09044
 -0.95 0.925  -0.07913   0.06347
 -0.95 0.935  -0.00816   0.11100
 -0.95 0.945   0.02852   0.06782
 -0.95 0.955   0.04028   0.07433
 -0.95 0.965   0.08377   0.09736
 -0.95 0.975  -0.00314   0.11060
 -0.95 0.985  -0.05073   0.06804
 -0.95 0.995  -0.06277   0.06332
 -0.95 1.005   0.05591   0.09036
 -0.95 1.015   0.05080   0.07592
 -0.95 1.025   0.03080   0.12060
 -0.95 1.035   0.05083   0.07705
 -0.95 1.045   0.08655   0.09586
 -0.95 1.055  -0.04334   0.09312
 -0.95 1.065   0.03401   0.09723
 -0.95 1.075   0.05279   0.14610
 -0.95 1.085  -0.03141   0.06973
 -0.95 1.095  -0.05569   0.12730
 -0.95 1.105  -0.04412   0.11520
 -0.95 1.115  -0.03459   0.10260
 -0.95 1.125  -0.03797   0.06447
 -0.95 1.135   0.08126   0.07014
 -0.95 1.145  -0.01860   0.08968
 -0.95 1.155  -0.05010   0.08211
 -0.95 1.165  -0.04615   0.07932
 -0.95 1.175   0.05486   0.08642
 -0.95 1.185  -0.17000   0.07467
 -0.95 1.195  -0.09254   0.07805
 -0.95 1.205   0.04007   0.10720
 -0.95 1.215  -0.20510   0.13020
 -0.95 1.225  -0.07985   0.10850
 -0.95 1.235  -0.02499   0.07731
 -0.95 1.245  -0.15670   0.08039
 -0.95 1.255  -0.11040   0.07907
 -0.95 1.265  -0.37120   0.10160
 -0.95 1.275  -0.25770   0.14070
 -0.95 1.285  -0.19380   0.09482
 -0.95 1.295  -0.27010   0.13180
 -0.95 1.305  -0.52700   0.19180
 -0.95 1.315  -0.16160   0.10180
 -0.95 1.325  -0.30710   0.09618
 -0.95 1.335  -0.32110   0.14520
 -0.95 1.345  -0.28710   0.09270
 -0.95 1.355  -0.18920   0.08380
 -0.95 1.365  -0.25470   0.12510
 -0.95 1.375  -0.34230   0.17120
 -0.95 1.385  -0.10730   0.08030
 -0.95 1.395  -0.27870   0.08751
