0.405	-0.009004	-0.0504
0.415	-0.01121	-0.06872
0.425	-0.04142	-0.05334
0.435	-0.02933	-0.05972
0.445	-0.09897	-0.08681
0.455	-0.07382	-0.09208
0.465	-0.07476	-0.1037
0.475	-0.06636	-0.1119
0.485	-0.09755	-0.1279
0.495	-0.07633	-0.07094
0.505	-0.1213	-0.1289
0.515	0.005037	0.128
0.525	-0.03268	-0.121
0.535	-0.05167	-0.166
0.545	-0.05478	-0.08991
0.555	-0.03875	-0.09768
0.565	-0.001646	-0.1175
0.575	-0.1169	-0.09021
0.585	0.04401	0.1155
0.595	-0.05784	-0.09945
0.605	0.0203	0.1769
0.615	-0.04882	-0.1335
0.625	0.04251	0.1194
0.635	0.00136	0.1296
0.645	0.03697	0.1311
0.655	-0.1853	-0.1435
0.665	-0.1961	-0.223
0.675	-0.1355	-0.2506
0.685	-0.1843	-0.3485
0.695	-0.1353	-0.4248
0.705	0.07007	0.3041
0.715	0.1316	0.4542
0.725	0.5197	0.407
0.735	0.5402	0.4928
0.745	0.801	0.4617
0.755	1.499	0.4442
0.765	1.613	0.4023
0.775	1.619	0.2658
0.785	1.831	0.2958
0.795	1.655	0.2235
0.805	1.59	0.2256
0.815	1.608	0.3418
0.825	1.624	0.2949
0.835	1.72	0.2778
0.845	1.767	0.2844
0.855	1.474	0.301
0.865	1.541	0.2274
0.875	1.517	0.2067
0.885	1.452	0.2199
0.895	1.318	0.2144
0.905	1.39	0.2042
0.915	1.421	0.2282
0.925	1.448	0.2031
0.935	1.262	0.2174
0.945	1.364	0.1919
0.955	1.343	0.1905
0.965	1.48	0.2264
0.975	1.202	0.2221
0.985	1.238	0.2278
0.995	1.288	0.208
1.005	1.169	0.205
1.015	1.266	0.2216
1.025	1.355	0.1798
1.035	1.139	0.2025
1.045	1.157	0.2105
1.055	1.254	0.1517
1.065	1.044	0.2375
1.075	1.013	0.1873
1.085	1.027	0.1425
1.095	1.172	0.1448
1.105	1.155	0.1471
1.115	0.9025	0.2223
1.125	1.049	0.1321
1.135	0.9376	0.1922
1.145	0.9349	0.1229
1.155	0.9662	0.1227
1.165	1.071	0.1405
1.175	0.9949	0.15
1.185	1.05	0.1638
1.195	0.9118	0.1364
1.205	1.011	0.1384
1.215	1.016	0.1299
1.225	1.068	0.149
1.235	1.103	0.2095
1.245	1.078	0.1626
1.255	1.107	0.1563
1.265	1.199	0.2034
1.275	1.228	0.2051
1.285	1.155	0.2146
1.295	1.144	0.1696
1.305	0.9839	0.139
1.315	1.065	0.1959
1.325	1.038	0.1862
1.335	0.9081	0.1346
1.345	1.15	0.1613
1.355	0.8889	0.1412
1.365	1.049	0.1531
1.375	1.122	0.1681
1.385	0.947	0.1678
1.395	0.9785	0.1324
