0.405  1.033  0.1251
0.415  1.073  0.1274
0.425  1.152  0.1397
0.435  1.312  0.1801
0.445  1.346  0.1631
0.455  1.517  0.2046
0.465  1.544  0.2337
0.475  1.842  0.2219
0.485  1.595  0.2731
0.495  1.873  0.2326
0.505  2.024  0.2364
0.515  1.923  0.2298
0.525  2.241  0.2618
0.535  2.251  0.2798
0.545  2.494  0.2862
0.555  2.422  0.2695
0.565  2.924  0.3285
0.575  3.044  0.3406
0.585  3.237  0.3823
0.595  3.494  0.4165
0.605  3.77  0.4445
0.615  4.069  0.5485
0.625  4.577  0.5087
0.635  4.621  0.5752
0.645  5.387  0.5932
0.655  5.97  0.7673
0.665  6.629  0.7743
0.675  7.653  0.884
0.685  8.851  0.9855
0.695  9.839  1.057
0.705  11.35  1.239
0.715  12.5  1.424
0.725  13.74  1.53
0.735  14.6  1.597
0.745  15.96  1.735
0.755  16.53  1.753
0.765  17.7  1.803
0.775  16.82  1.816
0.785  15.78  1.641
0.795  14.25  1.454
0.805  13.07  1.331
0.815  12.33  1.297
0.825  12.02  1.237
0.835  10.48  1.08
0.845  9.94  1.069
0.855  9.069  1.006
0.865  8.129  0.9163
0.875  8.191  0.857
0.885  7.64  0.793
0.895  6.859  0.7135
0.905  7.065  0.7493
0.915  6.318  0.6607
0.925  5.943  0.6235
0.935  5.618  0.5886
0.945  5.79  0.6064
0.955  5.69  0.6016
0.965  5.481  0.5934
0.975  5.187  0.5416
0.985  4.605  0.4823
0.995  4.494  0.5759
1.005  4.642  0.4948
1.015  3.925  0.4155
1.025  3.812  0.4209
1.035  3.794  0.3978
1.045  3.755  0.3973
1.055  3.664  0.394
1.065  3.465  0.3815
1.075  3.179  0.3719
1.085  3.217  0.3871
1.095  2.991  0.3172
1.105  3.215  0.3465
1.115  3.369  0.3581
1.125  3.141  0.3619
1.135  3.165  0.3407
1.145  3.131  0.3325
1.155  3.321  0.3601
1.165  3.309  0.3561
1.175  3.48  0.3711
1.185  3.629  0.3903
1.195  3.544  0.3993
1.205  3.576  0.3794
1.215  3.89  0.4557
1.225  3.663  0.3998
1.235  3.935  0.4289
1.245  3.963  0.4155
1.255  3.8  0.4124
1.265  3.71  0.4014
1.275  3.847  0.4059
1.285  3.734  0.4003
1.295  3.526  0.3855
1.305  3.707  0.3977
1.315  3.457  0.3708
1.325  3.492  0.3888
1.335  3.408  0.3678
1.345  3.57  0.3763
1.355  3.544  0.3838
1.365  3.663  0.4094
1.375  3.229  0.3501
1.385  3.38  0.3719
1.395  3.386  0.3615
