0.405  -0.1707  0.1934
0.415  -0.1155  0.1561
0.425  -0.07033  0.1511
0.435  -0.1364  0.1827
0.445  -0.132  0.3474
0.455  -0.2345  0.1321
0.465  -0.1107  0.2574
0.475  -0.344  0.2345
0.485  -0.375  0.1764
0.495  -0.3635  0.1379
0.505  -0.3028  0.1647
0.515  -0.1907  0.329
0.525  -0.6941  0.1596
0.535  -0.6979  0.1745
0.545  -0.8074  0.2184
0.555  -0.8011  0.2747
0.565  -0.8656  0.1794
0.575  -0.8931  0.3001
0.585  -1.009  0.3362
0.595  -1.161  0.3291
0.605  -1.064  0.4201
0.615  -1.171  0.5095
0.625  -1.472  0.5397
0.635  -1.624  0.7471
0.645  -1.222  0.5474
0.655  -1.603  0.8618
0.665  -1.836  0.9861
0.675  -1.874  0.9133
0.685  -2.659  1.128
0.695  -3.213  1.522
0.705  -2.847  0.859
0.715  -3.721  1.662
0.725  -3.585  1.343
0.735  -4.714  1.947
0.745  -4.136  1.128
0.755  -4.61  1.873
0.765  -4.178  1.539
0.775  -3.915  1.448
0.785  -2.223  0.852
0.795  -1.938  1.029
0.805  -0.9556  0.5465
0.815  -1.113  0.7772
0.825  -0.897  0.5802
0.835  -0.9349  0.9033
0.845  -0.3381  0.6017
0.855  -0.177  0.3472
0.865  -0.1763  0.3203
0.875  -0.01929  0.4731
0.885  0.3661  0.3915
0.895  -0.147  0.4173
0.905  0.11  0.3905
0.915  0.3211  0.2716
0.925  0.001834  0.288
0.935  -0.2045  0.399
0.945  0.0125  0.2886
0.955  0.09396  0.3301
0.965  -0.2131  0.3351
0.975  -0.06973  0.4329
0.985  0.07516  0.4925
0.995  -0.2193  0.5206
1.005  -0.03032  0.517
1.015  -0.07933  0.4247
1.025  -0.06783  0.4134
1.035  -0.1541  0.3959
1.045  0.01281  0.3622
1.055  -0.1755  0.4735
1.065  -0.01871  0.2919
1.075  -0.1954  0.5901
1.085  0.06728  0.3017
1.095  -0.2015  0.3913
1.105  -0.1818  0.3957
1.115  0.08183  0.2693
1.125  -0.4416  0.3598
1.135  -0.06637  0.3294
1.145  0.02152  0.2403
1.155  -0.2777  0.3575
1.165  0.04256  0.2334
1.175  0.003496  0.2596
1.185  0.1804  0.2659
1.195  0.1275  0.226
1.205  0.09449  0.2948
1.215  -0.08154  0.2622
1.225  0.03037  0.3029
1.235  -0.01546  0.3222
1.245  -0.1567  0.2524
1.255  0.0482  0.2569
1.265  -0.0931  0.2548
1.275  -0.1859  0.2573
1.285  0.2497  0.232
1.295  -0.04177  0.3307
1.305  0.07933  0.2928
1.315  -0.2427  0.3877
1.325  -0.2162  0.3755
1.335  0.07932  0.3144
1.345  -0.07849  0.2347
1.355  0.1935  0.2692
1.365  0.1486  0.3582
1.375  -0.2386  0.3834
1.385  0.1044  0.2307
1.395  0.009729  0.3166
