0.405  0.008962  0.02622
0.415  -0.01923  0.03129
0.425  -0.02775  0.04443
0.435  -0.01928  0.03144
0.445  0.01932  0.02806
0.455  -0.0314  0.03792
0.465  -0.04673  0.0319
0.475  -0.01112  0.03865
0.485  -0.02516  0.04977
0.495  -0.06948  0.06219
0.505  0.05651  0.03557
0.515  -0.005694  0.03613
0.525  0.02265  0.05424
0.535  -0.04713  0.06472
0.545  -0.02671  0.04158
0.555  -0.0373  0.0681
0.565  0.03398  0.04646
0.575  0.03476  0.04455
0.585  0.05051  0.0542
0.595  -0.01174  0.05542
0.605  -0.03041  0.05712
0.615  0.03889  0.05209
0.625  0.07034  0.06163
0.635  0.04918  0.06246
0.645  0.1144  0.0897
0.655  0.1488  0.1343
0.665  0.1178  0.1189
0.675  0.1394  0.1108
0.685  0.1332  0.1521
0.695  0.07941  0.09234
0.705  0.1518  0.1346
0.715  0.01296  0.1066
0.725  -0.03836  0.1286
0.735  0.3037  0.1719
0.745  0.02292  0.1159
0.755  -0.2392  0.1334
0.765  0.3041  0.1437
0.775  0.01462  0.1837
0.785  -0.1001  0.1646
0.795  -0.2069  0.1114
0.805  -0.2223  0.1269
0.815  -0.1046  0.08438
0.825  -0.2702  0.132
0.835  0.06071  0.08709
0.845  -0.1925  0.1478
0.855  -0.1237  0.1321
0.865  -0.1001  0.08738
0.875  -0.1179  0.09816
0.885  -0.01908  0.07523
0.895  -0.0415  0.09875
0.905  -0.00972  0.07714
0.915  0.01809  0.186
0.925  -0.113  0.1128
0.935  -0.003242  0.1006
0.945  -0.07891  0.1234
0.955  -0.06875  0.1343
0.965  -0.0281  0.08368
0.975  0.06116  0.09732
0.985  -0.01066  0.1193
0.995  0.01196  0.216
1.005  -0.3595  0.4192
1.015  -0.2704  0.4799
1.025  -0.3628  0.404
1.035  0.167  0.1187
1.045  0.253  0.08613
1.055  0.1263  0.09345
1.065  0.2899  0.06642
1.075  0.1942  0.09925
1.085  0.1044  0.07335
1.095  0.1978  0.06522
1.105  -0.3126  0.3794
1.115  -0.04029  0.1382
1.125  -0.3116  0.4677
1.135  0.1695  0.06562
1.145  0.1015  0.05357
1.155  0.2081  0.05439
1.165  0.1533  0.05216
1.175  0.03201  0.2274
1.185  -0.002402  0.06993
1.195  0.02248  0.06018
1.205  0.07377  0.05933
1.215  0.1664  0.05978
1.225  0.1032  0.05335
1.235  0.03188  0.05854
1.245  0.161  0.05631
1.255  0.06184  0.06617
1.265  0.1122  0.05796
1.275  0.08919  0.06333
1.285  0.09949  0.05842
1.295  0.1198  0.06384
1.305  0.0439  0.09538
1.315  0.1071  0.05274
1.325  0.1  0.06093
1.335  0.1074  0.05338
1.345  0.008364  0.07138
1.355  0.1874  0.06724
1.365  0.06771  0.06081
1.375  0.1913  0.08441
1.385  0.1955  0.06453
1.395  0.1605  0.069
