0.405	0.06844	0.03219
0.415	0.02955	0.03898
0.425	0.03249	0.04304
0.435	-0.009704	-0.0362
0.445	-0.05373	-0.04253
0.455	-0.02552	-0.04047
0.465	-0.02276	-0.05194
0.475	-0.171	-0.1191
0.485	-0.04482	-0.07812
0.495	-0.1108	-0.05626
0.505	-0.07336	-0.08074
0.515	-0.08962	-0.05326
0.525	-0.03605	-0.137
0.535	-0.03072	-0.07069
0.545	0.04523	0.1063
0.555	-0.07635	-0.08817
0.565	-0.04105	-0.07293
0.575	-0.0147	-0.07396
0.585	-0.02558	-0.101
0.595	-0.03609	-0.0704
0.605	-0.0244	-0.05744
0.615	-0.07287	-0.05941
0.625	-0.05903	-0.07518
0.635	0.01403	0.07261
0.645	0.02142	0.08364
0.655	0.0587	0.09256
0.665	-0.1038	-0.07456
0.675	-0.06347	-0.0902
0.685	0.08014	0.08628
0.695	0.0497	0.103
0.705	-0.007152	-0.1011
0.715	0.09249	0.09407
0.725	0.03605	0.1202
0.735	0.03887	0.1708
0.745	0.1416	0.08491
0.755	0.213	0.1387
0.765	0.3776	0.1107
0.775	0.3963	0.1038
0.785	0.06485	0.134
0.795	0.3222	0.1118
0.805	0.3077	0.1098
0.815	0.4084	0.1201
0.825	0.4396	0.134
0.835	0.3671	0.139
0.845	0.3579	0.1159
0.855	0.3139	0.1242
0.865	0.4186	0.1337
0.875	0.4109	0.07707
0.885	0.3433	0.1105
0.895	0.3068	0.1358
0.905	0.3967	0.07701
0.915	0.2874	0.1038
0.925	0.3979	0.08204
0.935	0.3163	0.08109
0.945	0.3572	0.07709
0.955	0.3913	0.09417
0.965	0.3783	0.09382
0.975	0.3797	0.0878
0.985	0.4338	0.07594
0.995	0.2474	0.08544
1.005	0.3645	0.0805
1.015	0.3289	0.08196
1.025	0.3213	0.1306
1.035	0.3325	0.1103
1.045	0.3231	0.1069
1.055	0.336	0.06547
1.065	0.2867	0.1156
1.075	0.3868	0.1072
1.085	0.3119	0.09707
1.095	0.3315	0.1246
1.105	0.3974	0.1411
1.115	0.4009	0.09113
1.125	0.424	0.1591
1.135	0.4552	0.1208
1.145	0.4064	0.09521
1.155	0.4793	0.1345
1.165	0.4805	0.0753
1.175	0.4281	0.08189
1.185	0.5156	0.09523
1.195	0.505	0.07503
1.205	0.5452	0.08208
1.215	0.5202	0.08596
1.225	0.5402	0.09014
1.235	0.5635	0.09276
1.245	0.5556	0.08493
1.255	0.6154	0.09282
1.265	0.695	0.1669
1.275	0.6354	0.09138
1.285	0.5616	0.08786
1.295	0.5066	0.08331
1.305	0.6333	0.09115
1.315	0.6249	0.1236
1.325	0.6429	0.104
1.335	0.5392	0.09102
1.345	0.5585	0.08942
1.355	0.6505	0.1128
1.365	0.5906	0.1095
1.375	0.4684	0.07907
1.385	0.4584	0.1008
1.395	0.5771	0.09243
