0.405	-0.006859	-0.02341
0.415	0.03176	0.02589
0.425	0.08787	0.03275
0.435	0.065	0.04245
0.445	0.08799	0.04487
0.455	0.1116	0.04405
0.465	0.06263	0.05179
0.475	0.2189	0.08929
0.485	0.1501	0.0741
0.495	0.1638	0.06989
0.505	0.1149	0.1148
0.515	0.1756	0.06537
0.525	0.1333	0.1577
0.535	0.1702	0.08597
0.545	0.0955	0.1025
0.555	0.1259	0.1061
0.565	0.2786	0.09457
0.575	0.1816	0.08555
0.585	0.1776	0.123
0.595	0.06255	0.07527
0.605	0.2338	0.09439
0.615	0.2177	0.09668
0.625	0.2752	0.1101
0.635	0.2682	0.1447
0.645	0.1098	0.09225
0.655	0.07735	0.1213
0.665	0.244	0.1605
0.675	0.2088	0.1443
0.685	-0.02059	-0.129
0.695	0.03837	0.2096
0.705	-0.1152	-0.139
0.715	0.2672	0.164
0.725	0.08226	0.2979
0.735	0.105	0.2186
0.745	-0.2357	-0.1558
0.755	-0.3583	-0.1504
0.765	-0.2565	-0.2061
0.775	-0.3839	-0.2799
0.785	-0.1053	-0.1811
0.795	-0.3809	-0.2039
0.805	-0.412	-0.2966
0.815	-0.4049	-0.1839
0.825	-0.4138	-0.1548
0.835	-0.3996	-0.2541
0.845	-0.2929	-0.1722
0.855	-0.3826	-0.1868
0.865	-0.1961	-0.2269
0.875	-0.2066	-0.1594
0.885	-0.307	-0.154
0.895	-0.1738	-0.1585
0.905	-0.08754	-0.171
0.915	-0.1429	-0.125
0.925	-0.2645	-0.1482
0.935	-0.09513	-0.1404
0.945	-0.3545	-0.1073
0.955	-0.1135	-0.1286
0.965	-0.3181	-0.1007
0.975	-0.04557	-0.1017
0.985	-0.05748	-0.1019
0.995	-0.1134	-0.08875
1.005	-0.07089	-0.07794
1.015	-0.05446	-0.1011
1.025	-0.001549	-0.1214
1.035	-0.1479	-0.1533
1.045	0.04937	0.08914
1.055	0.0097	0.0794
1.065	-0.07912	-0.1162
1.075	0.02529	0.09655
1.085	0.01988	0.09133
1.095	0.003064	0.1166
1.105	-0.032	-0.1018
1.115	-0.05433	-0.1179
1.125	0.02044	0.1265
1.135	0.04421	0.1146
1.145	-0.0241	-0.116
1.155	0.07772	0.1529
1.165	-0.03287	-0.1004
1.175	0.05274	0.09216
1.185	0.06639	0.1266
1.195	0.2314	0.2089
1.205	0.1511	0.1225
1.215	0.05385	0.1068
1.225	0.4123	0.2056
1.235	0.1231	0.1131
1.245	0.1958	0.1412
1.255	0.07328	0.1328
1.265	0.2081	0.1571
1.275	0.2601	0.1548
1.285	0.1228	0.1382
1.295	0.1813	0.1306
1.305	0.2516	0.2347
1.315	0.08271	0.1178
1.325	0.303	0.1947
1.335	0.1348	0.1051
1.345	0.07573	0.1004
1.355	0.4124	0.2153
1.365	0.07499	0.1379
1.375	0.1278	0.09642
1.385	0.09283	0.122
1.395	0.128	0.1292
