0.405  -0.1508  0.3145
0.415  -0.1339  0.146
0.425  -0.2043  0.2259
0.435  -0.2024  0.2473
0.445  -0.2446  0.4469
0.455  -0.3242  0.3662
0.465  -0.2928  0.3893
0.475  -0.2634  0.2579
0.485  -0.3458  0.4723
0.495  -0.544  0.5656
0.505  -0.523  0.5998
0.515  -0.3168  0.3075
0.525  -0.2613  0.2736
0.535  -0.3303  0.3117
0.545  -0.3441  0.2208
0.555  -0.4192  0.1748
0.565  -0.3322  0.2061
0.575  -0.8386  0.9141
0.585  -0.6852  0.4575
0.595  -0.2871  0.2517
0.605  -0.7045  0.485
0.615  -0.563  0.7782
0.625  -1.091  1.101
0.635  -0.986  1.179
0.645  -0.4788  0.8474
0.655  -0.6988  1.536
0.665  -0.5013  1.27
0.675  -0.2276  1.87
0.685  -0.319  2.027
0.695  -0.5866  2.694
0.705  0.2576  1.242
0.715  0.2257  2.75
0.725  1.196  1.736
0.735  0.5314  2.818
0.745  1.183  1.275
0.755  1.498  1.987
0.765  2.376  0.7332
0.775  2.128  0.8287
0.785  3.236  1.167
0.795  2.517  0.65
0.805  3.192  1.026
0.815  2.872  0.5789
0.825  2.777  0.6408
0.835  2.804  0.9514
0.845  2.706  0.5886
0.855  3.034  0.7029
0.865  2.913  0.7527
0.875  2.355  0.4203
0.885  2.901  1.04
0.895  2.085  0.3567
0.905  2.097  0.4041
0.915  2.11  0.5848
0.925  2.189  0.6231
0.935  1.625  0.3505
0.945  1.593  0.3518
0.955  1.581  0.4085
0.965  1.322  0.2643
0.975  1.206  0.2877
0.985  1.196  0.3067
0.995  1.059  0.2664
1.005  0.9887  0.2513
1.015  0.9406  0.2287
1.025  0.8061  0.141
1.035  0.7878  0.1896
1.045  0.7056  0.1216
1.055  0.6327  0.2223
1.065  0.7977  0.1871
1.075  0.5866  0.3777
1.085  0.6226  0.1452
1.095  0.6294  0.12
1.105  0.5989  0.1539
1.115  0.5669  0.1312
1.125  0.4552  0.1114
1.135  0.5031  0.1055
1.145  0.5639  0.1691
1.155  0.402  0.1145
1.165  0.42  0.1405
1.175  0.5419  0.2216
1.185  0.5568  0.2661
1.195  0.5001  0.1882
1.205  0.5525  0.2292
1.215  0.4663  0.2483
1.225  0.3117  0.1081
1.235  0.3511  0.1316
1.245  0.4641  0.1626
1.255  0.4439  0.1418
1.265  0.4166  0.1241
1.275  0.3526  0.09965
1.285  0.508  0.1661
1.295  0.3906  0.09519
1.305  0.446  0.1238
1.315  0.4651  0.1058
1.325  0.3776  0.08585
1.335  0.4963  0.1056
1.345  0.455  0.1359
1.355  0.4883  0.1185
1.365  0.3858  0.0906
1.375  0.4133  0.1069
1.385  0.5861  0.1285
1.395  0.3518  0.1098
