0.405	0.07825	0.03539
0.415	0.1553	0.06367
0.425	0.1074	0.03876
0.435	0.1803	0.0797
0.445	0.1105	0.06077
0.455	0.2584	0.1136
0.465	0.2016	0.08053
0.475	0.2708	0.1163
0.485	0.3289	0.1067
0.495	0.3122	0.1079
0.505	0.3189	0.08587
0.515	0.3469	0.1156
0.525	0.414	0.1056
0.535	0.4186	0.1602
0.545	0.4455	0.1113
0.555	0.3512	0.09393
0.565	0.5267	0.1378
0.575	0.4001	0.09445
0.585	0.4158	0.1294
0.595	0.4507	0.102
0.605	0.4428	0.103
0.615	0.4671	0.1334
0.625	0.4975	0.1846
0.635	0.4642	0.1704
0.645	0.3812	0.1618
0.655	0.3726	0.1224
0.665	0.4483	0.135
0.675	0.3331	0.148
0.685	0.2129	0.1955
0.695	0.1096	0.1447
0.705	0.06235	0.1661
0.715	-0.09773	-0.1526
0.725	-0.1729	-0.1605
0.735	-0.4781	-0.1797
0.745	-0.8054	-0.2211
0.755	-1.131	-0.3107
0.765	-1.197	-0.2334
0.775	-1.307	-0.3091
0.785	-1.27	-0.2977
0.795	-1.443	-0.2489
0.805	-1.32	-0.2788
0.815	-1.278	-0.2688
0.825	-1.369	-0.2983
0.835	-1.014	-0.1623
0.845	-0.8982	-0.1928
0.855	-0.8546	-0.2121
0.865	-0.774	-0.1822
0.875	-0.7345	-0.223
0.885	-0.6776	-0.171
0.895	-0.5591	-0.1389
0.905	-0.6736	-0.1762
0.915	-0.5867	-0.1587
0.925	-0.4735	-0.1237
0.935	-0.2958	-0.1118
0.945	-0.4079	-0.1566
0.955	-0.2229	-0.1557
0.965	-0.3633	-0.2154
0.975	-0.2576	-0.1515
0.985	0.1849	0.1296
0.995	-0.1566	-0.15
1.005	-0.01437	-0.09399
1.015	-0.04599	-0.1078
1.025	0.1219	0.1328
1.035	-0.05116	-0.09617
1.045	-0.01549	-0.1246
1.055	0.04122	0.1018
1.065	0.2302	0.1047
1.075	0.1601	0.1241
1.085	0.1385	0.1012
1.095	0.2348	0.1257
1.105	0.2474	0.1164
1.115	0.2723	0.08362
1.125	0.2179	0.08409
1.135	0.4349	0.1102
1.145	0.5075	0.1355
1.155	0.4181	0.1187
1.165	0.5573	0.1114
1.175	0.2089	0.08917
1.185	0.5977	0.1634
1.195	0.4313	0.1107
1.205	0.3564	0.1033
1.215	0.4077	0.1206
1.225	0.5861	0.1161
1.235	0.3298	0.1095
1.245	0.4433	0.1282
1.255	0.3758	0.1135
1.265	0.3178	0.1154
1.275	0.5323	0.1223
1.285	0.4427	0.1164
1.295	0.4754	0.1234
1.305	0.4154	0.1327
1.315	0.5389	0.1701
1.325	0.5209	0.1504
1.335	0.6081	0.1573
1.345	0.3597	0.1052
1.355	0.5738	0.2012
1.365	0.4531	0.1138
1.375	0.3349	0.1157
1.385	0.393	0.1071
1.395	0.5332	0.1687
