#CLAS physics database search results
#Measurement E28M3
#g11
#M. Battaglieri
#2009
#
#-t variable	M(pi+,pi-)	Y_00	Data errors
#GeV2	GeV	mcb/GeV3	mcb/GeV3
0.75	0.565  1.059  0.1469
0.75	0.575  1.039  0.225
0.75	0.585  1.193  0.149
0.75	0.595  1.367  0.166
0.75	0.605  1.437  0.2
0.75	0.615  1.574  0.2013
0.75	0.625  1.734  0.2232
0.75	0.635  1.945  0.2401
0.75	0.645  2.002  0.2301
0.75	0.655  2.391  0.2831
0.75	0.665  2.397  0.2945
0.75	0.675  2.855  0.346
0.75	0.685  3.182  0.3594
0.75	0.695  3.425  0.381
0.75	0.705  3.959  0.4269
0.75	0.715  4.579  0.4987
0.75	0.725  4.878  0.5227
0.75	0.735  4.941  0.5165
0.75	0.745  5.56   0.5812
0.75	0.755  6.185  0.678
0.75	0.765  6.165  0.6802
0.75	0.775  6.295  0.6557
0.75	0.785  5.735  0.5958
0.75	0.795  5.189  0.5635
0.75	0.805  4.879  0.5244
0.75	0.815  4.258  0.4909
0.75	0.825  4.066  0.4577
0.75	0.835  3.855  0.4878
0.75	0.845  3.794  0.408
0.75	0.855  3.207  0.3698
0.75	0.865  3.076  0.3482
0.75	0.875  3.076  0.3605
0.75	0.885  2.874  0.3194
0.75	0.895  2.69   0.3219
0.75	0.905  2.477  0.289
0.75	0.915  2.361  0.315
0.75	0.925  2.458  0.2878
0.75	0.935  2.267  0.2964
0.75	0.945  2.305  0.3189
0.75	0.955  1.945  0.2594
0.75	0.965  2.003  0.249
0.75	0.975  1.957  0.2366
0.75	0.985  1.84   0.2071
0.75	0.995  1.592  0.1796
0.75	1.005  1.558  0.2078
0.75	1.015  1.576  0.1782
0.75	1.025  1.605  0.1883
0.75	1.035  1.647  0.1878
0.75	1.045  1.466  0.1621
0.75	1.055  1.564  0.2144
0.75	1.065  1.531  0.1751
0.75	1.075  1.422  0.1629
0.75	1.085  1.562  0.2043
0.75	1.095  1.459  0.1732
0.75	1.105  1.613  0.187
0.75	1.115  1.516  0.1821
0.75	1.125  1.57   0.183
0.75	1.135  1.592  0.2046
0.75	1.145  1.628  0.1854
0.75	1.155  1.729  0.2081
0.75	1.165  1.567  0.1865
0.75	1.175  1.66   0.196
0.75	1.185  1.893  0.2202
0.75	1.195  1.777  0.207
0.75	1.205  1.974  0.2397
0.75	1.215  1.86  0.2262
0.75	1.225  1.98  0.2298
0.75	1.235  1.912  0.2733
0.75	1.245  2.012  0.2763
0.75	1.255  1.981  0.2505
0.75	1.265  2.181  0.2847
0.75	1.275  2.113  0.2719
0.75	1.285  2.049  0.2434
0.75	1.295  1.976  0.2897
0.75	1.305  1.88  0.2861
0.75	1.315  1.712  0.2254
0.75	1.325  1.882  0.2225
0.75	1.335  1.87  0.2298
0.75	1.345  1.677  0.2217
0.75	1.355  1.759  0.2009
0.75	1.365  1.744  0.226
0.75	1.375  1.561  0.2191
0.75	1.385  1.626  0.1944
0.75	1.395  1.522  0.1774
0.85	0.405  0.2999  0.03745
0.85	0.415  0.3459  0.03976
0.85	0.425  0.4181  0.05222
0.85	0.435  0.4178  0.0509
0.85	0.445  0.4325  0.05901
0.85	0.455  0.5135  0.06255
0.85	0.465  0.4757  0.06217
0.85	0.475  0.5421  0.07036
0.85	0.485  0.5249  0.0762
0.85	0.495  0.5586  0.06978
0.85	0.505  0.7092  0.1123
0.85	0.515  0.5926  0.08771
0.85	0.525  0.7896  0.1097
0.85	0.535  0.6024  0.1241
0.85	0.545  0.8147  0.1345
0.85	0.555  0.7639  0.1065
0.85	0.565  0.9169  0.1166
0.85	0.575  0.8837  0.1241
0.85	0.585  0.9889  0.1796
0.85	0.595  0.9972  0.1334
0.85	0.605  1.134  0.1453
0.85	0.615  1.296  0.1547
0.85	0.625  1.517  0.2171
0.85	0.635  1.626  0.1868
0.85	0.645  1.6    0.1874
0.85	0.655  1.924  0.2142
0.85	0.665  2.234  0.2521
0.85	0.675  2.325  0.2539
0.85	0.685  2.478  0.2708
0.85	0.695  2.926  0.3193
0.85	0.705  3.391  0.3676
0.85	0.715  3.905  0.4189
0.85	0.725  4.323  0.5044
0.85	0.735  4.612  0.4839
0.85	0.745  4.835  0.5064
0.85	0.755  5.167  0.553
0.85	0.765  5.312  0.5554
0.85	0.775  5.274  0.5597
0.85	0.785  4.71  0.4955
0.85	0.795  4.442  0.4632
0.85	0.805  3.787  0.4003
0.85	0.815  3.492  0.3788
0.85	0.825  3.36  0.3641
0.85	0.835  2.995  0.3254
0.85	0.845  2.836  0.3062
0.85	0.855  2.647  0.2974
0.85	0.865  2.318  0.2655
0.85	0.875  2.25  0.2529
0.85	0.885  1.816  0.2093
0.85	0.895  1.744  0.2047
0.85	0.905  1.723  0.1915
0.85	0.915  1.657  0.2096
0.85	0.925  1.75  0.2175
0.85	0.935  1.565  0.1791
0.85	0.945  1.531  0.1828
0.85	0.955  1.38  0.1665
0.85	0.965  1.339  0.158
0.85	0.975  1.361  0.2058
0.85	0.985  1.247  0.16
0.85	0.995  1.419  0.1663
0.85	1.005  1.08  0.133
0.85	1.015  1.118  0.1492
0.85	1.025  1.093  0.1318
0.85	1.035  1.154  0.1541
0.85	1.045  1.197  0.1376
0.85	1.055  1.191  0.142
0.85	1.065  1.231  0.1412
0.85	1.075  1.266  0.148
0.85	1.085  1.049  0.1229
0.85	1.095  1.152  0.1343
0.85	1.105  1.175  0.161
0.85	1.115  1.264  0.1636
0.85	1.125  1.33  0.1599
0.85	1.135  1.227  0.151
0.85	1.145  1.438  0.1642
0.85	1.155  1.377  0.1697
0.85	1.165  1.468  0.1903
0.85	1.175  1.515  0.1741
0.85	1.185  1.66  0.1867
0.85	1.195  1.524  0.1728
0.85	1.205  1.581  0.2214
0.85	1.215  1.689  0.2177
0.85	1.225  1.802  0.223
0.85	1.235  1.75  0.2152
0.85	1.245  1.719  0.1946
0.85	1.255  1.549  0.1903
0.85	1.265  1.624  0.2148
0.85	1.275  1.706  0.2247
0.85	1.285  1.558  0.1783
0.85	1.295  1.709  0.2331
0.85	1.305  1.739  0.2293
0.85	1.315  1.726  0.2449
0.85	1.325  1.72  0.2816
0.85	1.335  1.751  0.2718
0.85	1.345  1.447  0.2026
0.85	1.355  1.534  0.2389
0.85	1.365  1.681  0.2355
0.85	1.375  1.641  0.2668
0.85	1.385  1.55  0.236
0.85	1.395  1.483  0.1867
0.95	0.405  0.2736  0.0345
0.95	0.415  0.289  0.03297
0.95	0.425  0.3515  0.0409
0.95	0.435  0.3112  0.03665
0.95	0.445  0.3784  0.04404
0.95	0.455  0.4114  0.05314
0.95	0.465  0.4205  0.05382
0.95	0.475  0.4916  0.0681
0.95	0.485  0.4306  0.05568
0.95	0.495  0.5252  0.06838
0.95	0.505  0.5643  0.07638
0.95	0.515  0.6601  0.09215
0.95	0.525  0.6661  0.08698
0.95	0.535  0.6329  0.08679
0.95	0.545  0.73   0.08805
0.95	0.555  0.712  0.1202
0.95	0.565  0.744  0.1011
0.95	0.575  1.03   0.1201
0.95	0.585  0.8556  0.1165
0.95	0.595  0.9121  0.1268
0.95	0.605  1.022  0.1191
0.95	0.615  1.224  0.1404
0.95	0.625  1.214  0.1735
0.95	0.635  1.322  0.1511
0.95	0.645  1.596  0.1844
0.95	0.655  1.528  0.1747
0.95	0.665  1.806  0.2081
0.95	0.675  2.05   0.2247
0.95	0.685  2.349  0.2537
0.95	0.695  2.564  0.2734
0.95	0.705  2.899  0.3113
0.95	0.715  3.224  0.3533
0.95	0.725  3.615  0.3819
0.95	0.735  3.676  0.3821
0.95	0.745  3.976  0.4226
0.95	0.755  3.957  0.4396
0.95	0.765  4.509  0.4853
0.95	0.775  4.043  0.428
0.95	0.785  3.612  0.3991
0.95	0.795  3.331  0.3601
0.95	0.805  3.104  0.3357
0.95	0.815  2.869  0.3229
0.95	0.825  2.611  0.2886
0.95	0.835  2.389  0.2597
0.95	0.845  2.184  0.2413
0.95	0.855  2.07   0.2253
0.95	0.865  1.612  0.2028
0.95	0.875  1.729  0.189
0.95	0.885  1.466  0.1646
0.95	0.895  1.527  0.1852
0.95	0.905  1.43   0.1589
0.95	0.915  1.276  0.1526
0.95	0.925  1.244  0.1394
0.95	0.935  1.185  0.1539
0.95	0.945  1.187  0.1369
0.95	0.955  1.114  0.1283
0.95	0.965  1.086  0.1254
0.95	0.975  1.091  0.1287
0.95	0.985  1.129  0.1416
0.95	0.995  0.9911  0.1212
0.95	1.005  1.081  0.1199
0.95	1.015  0.9315  0.1118
0.95	1.025  1.036  0.1218
0.95	1.035  1.059  0.1221
0.95	1.045  1.006  0.1189
0.95	1.055  1.145  0.1412
0.95	1.065  1.024  0.1307
0.95	1.075  1.179  0.1406
0.95	1.085  1.135  0.1396
0.95	1.095  1.218  0.1471
0.95	1.105  1.118  0.1451
0.95	1.115  1.161  0.1398
0.95	1.125  1.232  0.1514
0.95	1.135  1.155  0.143
0.95	1.145  1.314  0.1502
0.95	1.155  1.277  0.1533
0.95	1.165  1.245  0.1431
0.95	1.175  1.316  0.1824
0.95	1.185  1.452  0.1772
0.95	1.195  1.316  0.1635
0.95	1.205  1.245  0.1476
0.95	1.215  1.476  0.2079
0.95	1.225  1.509  0.1917
0.95	1.235  1.507  0.1764
0.95	1.245  1.495  0.1723
0.95	1.255  1.597  0.1891
0.95	1.265  1.849  0.2417
0.95	1.275  1.861  0.2533
0.95	1.285  1.592  0.2086
0.95	1.295  1.67   0.2757
0.95	1.305  1.799  0.3511
0.95	1.315  1.634  0.2506
0.95	1.325  1.702  0.2501
0.95	1.335  1.788  0.3114
0.95	1.345  1.536  0.2598
0.95	1.355  1.505  0.2747
0.95	1.365  1.441  0.2579
0.95	1.375  1.747  0.3397
0.95	1.385  1.635  0.2731
0.95	1.395  1.443  0.2198
