CLAS physics database search results
Measurement E28M11
g11
M. Battaglieri
2009

-t variable	M(pi+,pi-)	Y_11	Data errors
0.65	0.935	-0.5272	-0.1892
0.65	0.945	-0.4372	-0.1976
0.65	0.955	-0.3264	-0.264
0.65	0.965	-0.2563	-0.2542
0.65	0.975	-0.1445	-0.2258
0.65	0.985	-0.3885	-0.1954
0.65	0.995	-0.077	-0.2414
0.65	1.005	-0.2946	-0.1131
0.65	1.015	-0.09846	-0.1679
0.65	1.025	-0.1839	-0.1484
0.65	1.035	0.1151	0.1354
0.65	1.045	0.09008	0.1726
0.65	1.055	0.1697	0.1607
0.65	1.065	-0.07648	-0.1039
0.65	1.075	-0.05859	-0.2059
0.65	1.085	-0.09669	-0.1027
0.65	1.095	-0.09261	-0.1576
0.65	1.105	-0.03107	-0.1248
0.65	1.115	0.05352	0.1032
0.65	1.125	-0.09008	-0.1052
0.65	1.135	-0.03235	-0.09417
0.65	1.145	0.01972	0.1009
0.65	1.155	-0.0742	-0.1426
0.65	1.165	0.04952	0.145
0.65	1.175	0.2121	0.1892
0.65	1.185	-0.08006	-0.08538
0.65	1.195	0.1069	0.1383
0.65	1.205	0.08994	0.2055
0.65	1.215	0.085	0.1344
0.65	1.225	0.03707	0.1321
0.65	1.235	0.3113	0.2547
0.65	1.245	0.2445	0.1881
0.65	1.255	0.2889	0.2236
0.65	1.265	0.3725	0.1855
0.65	1.275	0.04936	0.1263
0.65	1.285	0.2562	0.1292
0.65	1.295	0.1114	0.1116
0.65	1.305	0.03907	0.1052
0.65	1.315	0.1759	0.1156
0.65	1.325	0.2865	0.1349
0.65	1.335	0.2041	0.1288
0.65	1.345	0.344	0.1643
0.65	1.355	0.2233	0.1175
0.65	1.365	0.2192	0.1287
0.65	1.375	0.3266	0.1358
0.65	1.385	0.1995	0.1373
0.65	1.395	0.172	0.1602
0.75	0.405	-0.006859	-0.02341
0.75	0.415	0.03176	0.02589
0.75	0.425	0.08787	0.03275
0.75	0.435	0.065	0.04245
0.75	0.445	0.08799	0.04487
0.75	0.455	0.1116	0.04405
0.75	0.465	0.06263	0.05179
0.75	0.475	0.2189	0.08929
0.75	0.485	0.1501	0.0741
0.75	0.495	0.1638	0.06989
0.75	0.505	0.1149	0.1148
0.75	0.515	0.1756	0.06537
0.75	0.525	0.1333	0.1577
0.75	0.535	0.1702	0.08597
0.75	0.545	0.0955	0.1025
0.75	0.555	0.1259	0.1061
0.75	0.565	0.2786	0.09457
0.75	0.575	0.1816	0.08555
0.75	0.585	0.1776	0.123
0.75	0.595	0.06255	0.07527
0.75	0.605	0.2338	0.09439
0.75	0.615	0.2177	0.09668
0.75	0.625	0.2752	0.1101
0.75	0.635	0.2682	0.1447
0.75	0.645	0.1098	0.09225
0.75	0.655	0.07735	0.1213
0.75	0.665	0.244	0.1605
0.75	0.675	0.2088	0.1443
0.75	0.685	-0.02059	-0.129
0.75	0.695	0.03837	0.2096
0.75	0.705	-0.1152	-0.139
0.75	0.715	0.2672	0.164
0.75	0.725	0.08226	0.2979
0.75	0.735	0.105	0.2186
0.75	0.745	-0.2357	-0.1558
0.75	0.755	-0.3583	-0.1504
0.75	0.765	-0.2565	-0.2061
0.75	0.775	-0.3839	-0.2799
0.75	0.785	-0.1053	-0.1811
0.75	0.795	-0.3809	-0.2039
0.75	0.805	-0.412	-0.2966
0.75	0.815	-0.4049	-0.1839
0.75	0.825	-0.4138	-0.1548
0.75	0.835	-0.3996	-0.2541
0.75	0.845	-0.2929	-0.1722
0.75	0.855	-0.3826	-0.1868
0.75	0.865	-0.1961	-0.2269
0.75	0.875	-0.2066	-0.1594
0.75	0.885	-0.307	-0.154
0.75	0.895	-0.1738	-0.1585
0.75	0.905	-0.08754	-0.171
0.75	0.915	-0.1429	-0.125
0.75	0.925	-0.2645	-0.1482
0.75	0.935	-0.09513	-0.1404
0.75	0.945	-0.3545	-0.1073
0.75	0.955	-0.1135	-0.1286
0.75	0.965	-0.3181	-0.1007
0.75	0.975	-0.04557	-0.1017
0.75	0.985	-0.05748	-0.1019
0.75	0.995	-0.1134	-0.08875
0.75	1.005	-0.07089	-0.07794
0.75	1.015	-0.05446	-0.1011
0.75	1.025	-0.001549	-0.1214
0.75	1.035	-0.1479	-0.1533
0.75	1.045	0.04937	0.08914
0.75	1.055	0.0097	0.0794
0.75	1.065	-0.07912	-0.1162
0.75	1.075	0.02529	0.09655
0.75	1.085	0.01988	0.09133
0.75	1.095	0.003064	0.1166
0.75	1.105	-0.032	-0.1018
0.75	1.115	-0.05433	-0.1179
0.75	1.125	0.02044	0.1265
0.75	1.135	0.04421	0.1146
0.75	1.145	-0.0241	-0.116
0.75	1.155	0.07772	0.1529
0.75	1.165	-0.03287	-0.1004
0.75	1.175	0.05274	0.09216
0.75	1.185	0.06639	0.1266
0.75	1.195	0.2314	0.2089
0.75	1.205	0.1511	0.1225
0.75	1.215	0.05385	0.1068
0.75	1.225	0.4123	0.2056
0.75	1.235	0.1231	0.1131
0.75	1.245	0.1958	0.1412
0.75	1.255	0.07328	0.1328
0.75	1.265	0.2081	0.1571
0.75	1.275	0.2601	0.1548
0.75	1.285	0.1228	0.1382
0.75	1.295	0.1813	0.1306
0.75	1.305	0.2516	0.2347
0.75	1.315	0.08271	0.1178
0.75	1.325	0.303	0.1947
0.75	1.335	0.1348	0.1051
0.75	1.345	0.07573	0.1004
0.75	1.355	0.4124	0.2153
0.75	1.365	0.07499	0.1379
0.75	1.375	0.1278	0.09642
0.75	1.385	0.09283	0.122
0.75	1.395	0.128	0.1292
0.85	0.405	0.0818	0.02258
0.85	0.415	0.0847	0.02495
0.85	0.425	0.05695	0.02345
0.85	0.435	0.05636	0.02546
0.85	0.445	0.05123	0.0333
0.85	0.455	0.03514	0.02732
0.85	0.465	0.0952	0.03193
0.85	0.475	0.0941	0.05219
0.85	0.485	0.158	0.05396
0.85	0.495	0.07989	0.04011
0.85	0.505	0.1793	0.06677
0.85	0.515	0.06261	0.07675
0.85	0.525	0.1515	0.05954
0.85	0.535	0.05025	0.07628
0.85	0.545	0.07771	0.07765
0.85	0.555	0.1395	0.05611
0.85	0.565	0.1496	0.08956
0.85	0.575	0.06052	0.0876
0.85	0.585	0.0461	0.0694
0.85	0.595	0.1458	0.08168
0.85	0.605	0.2249	0.08471
0.85	0.615	0.2845	0.1035
0.85	0.625	0.1769	0.08325
0.85	0.635	0.09447	0.08708
0.85	0.645	0.2221	0.09519
0.85	0.655	0.1138	0.1148
0.85	0.665	0.2346	0.1059
0.85	0.675	0.09775	0.1337
0.85	0.685	0.3006	0.1545
0.85	0.695	0.09001	0.1162
0.85	0.705	0.1255	0.1331
0.85	0.715	0.04433	0.1293
0.85	0.725	0.3501	0.1659
0.85	0.735	0.04578	0.187
0.85	0.745	0.5018	0.2591
0.85	0.755	0.01827	0.1709
0.85	0.765	-0.05564	-0.1982
0.85	0.775	0.1627	0.1531
0.85	0.785	0.005809	0.2047
0.85	0.795	0.2588	0.2097
0.85	0.805	0.075	0.1523
0.85	0.815	-0.1344	-0.1631
0.85	0.825	-0.0224	-0.1898
0.85	0.835	0.1503	0.1287
0.85	0.845	0.04256	0.1077
0.85	0.855	-0.1281	-0.155
0.85	0.865	-0.03301	-0.09573
0.85	0.875	-0.07994	-0.1229
0.85	0.885	-0.1332	-0.1744
0.85	0.895	-0.1079	-0.1063
0.85	0.905	-0.1373	-0.1276
0.85	0.915	-0.04978	-0.09351
0.85	0.925	-0.07368	-0.1138
0.85	0.935	-0.1434	-0.09354
0.85	0.945	-0.07693	-0.09689
0.85	0.955	-0.1239	-0.08071
0.85	0.965	-0.1556	-0.07688
0.85	0.975	-0.008366	-0.07909
0.85	0.985	-0.1617	-0.08703
0.85	0.995	-0.03079	-0.06352
0.85	1.005	-0.07238	-0.08337
0.85	1.015	-0.01427	-0.0778
0.85	1.025	-0.08078	-0.1069
0.85	1.035	0.005227	0.1281
0.85	1.045	0.06527	0.07903
0.85	1.055	0.07992	0.0754
0.85	1.065	0.1209	0.08178
0.85	1.075	-0.01785	-0.06321
0.85	1.085	-0.03143	-0.07617
0.85	1.095	-0.05383	-0.08343
0.85	1.105	-0.005706	-0.08772
0.85	1.115	0.007442	0.08665
0.85	1.125	-0.05889	-0.07794
0.85	1.135	-0.01526	-0.1021
0.85	1.145	0.1083	0.1284
0.85	1.155	-0.05311	-0.1109
0.85	1.165	0.1356	0.1206
0.85	1.175	0.1414	0.1179
0.85	1.185	0.1313	0.1091
0.85	1.195	0.1391	0.1024
0.85	1.205	0.2377	0.1468
0.85	1.215	0.01277	0.1034
0.85	1.225	0.2008	0.1581
0.85	1.235	0.1602	0.1316
0.85	1.245	0.09743	0.1013
0.85	1.255	0.1862	0.1812
0.85	1.265	0.3272	0.2614
0.85	1.275	0.03063	0.111
0.85	1.285	0.3442	0.1848
0.85	1.295	0.2018	0.1844
0.85	1.305	0.2459	0.1544
0.85	1.315	0.288	0.1813
0.85	1.325	0.4403	0.2468
0.85	1.335	0.1685	0.1643
0.85	1.345	0.2621	0.1675
0.85	1.355	0.2376	0.1929
0.85	1.365	0.2007	0.1355
0.85	1.375	0.2724	0.2035
0.85	1.385	0.1973	0.1928
0.85	1.395	0.1424	0.1259
0.95	0.405	0.0236	0.01533
0.95	0.415	0.05309	0.01959
0.95	0.425	0.05601	0.02181
0.95	0.435	0.04211	0.02088
0.95	0.445	0.04313	0.02263
0.95	0.455	0.01463	0.02052
0.95	0.465	0.07278	0.02746
0.95	0.475	0.0586	0.03704
0.95	0.485	0.06392	0.02946
0.95	0.495	0.113	0.03446
0.95	0.505	0.08986	0.03433
0.95	0.515	0.08907	0.04874
0.95	0.525	0.1697	0.04856
0.95	0.535	0.1433	0.0551
0.95	0.545	0.07741	0.05214
0.95	0.555	0.1407	0.05188
0.95	0.565	0.07505	0.04153
0.95	0.575	0.07101	0.04364
0.95	0.585	0.07904	0.1126
0.95	0.595	0.08714	0.08669
0.95	0.605	0.09755	0.07636
0.95	0.615	0.08026	0.07914
0.95	0.625	0.1309	0.06146
0.95	0.635	0.1967	0.07626
0.95	0.645	0.1511	0.07014
0.95	0.655	0.0982	0.07074
0.95	0.665	0.1876	0.08253
0.95	0.675	0.105	0.07025
0.95	0.685	0.3287	0.108
0.95	0.695	0.2311	0.1345
0.95	0.705	0.1728	0.1246
0.95	0.715	0.2089	0.1065
0.95	0.725	0.03475	0.1897
0.95	0.735	0.1685	0.1659
0.95	0.745	0.2569	0.1481
0.95	0.755	0.1153	0.1659
0.95	0.765	0.1081	0.1675
0.95	0.775	0.1126	0.1656
0.95	0.785	0.2291	0.1221
0.95	0.795	0.1813	0.1108
0.95	0.805	0.146	0.1124
0.95	0.815	0.0719	0.176
0.95	0.825	0.2019	0.0986
0.95	0.835	0.07229	0.08955
0.95	0.845	0.03333	0.1106
0.95	0.855	0.05489	0.07615
0.95	0.865	0.023	0.07086
0.95	0.875	0.02341	0.07287
0.95	0.885	0.06031	0.1231
0.95	0.895	0.009151	0.07652
0.95	0.905	-0.04768	-0.07251
0.95	0.915	-0.0731	-0.06212
0.95	0.925	0.1092	0.08323
0.95	0.935	0.07071	0.1084
0.95	0.945	0.02278	0.1028
0.95	0.955	0.008838	0.08327
0.95	0.965	-0.05176	-0.0684
0.95	0.975	-0.08984	-0.07542
0.95	0.985	-0.03604	-0.06483
0.95	0.995	0.01365	0.07649
0.95	1.005	-0.01032	-0.07848
0.95	1.015	-0.02608	-0.09277
0.95	1.025	-0.02965	-0.0624
0.95	1.035	-0.06375	-0.05605
0.95	1.045	0.001083	0.07519
0.95	1.055	0.08025	0.06839
0.95	1.065	0.1106	0.06456
0.95	1.075	0.01782	0.06108
0.95	1.085	-0.005125	-0.05899
0.95	1.095	-0.006304	-0.06407
0.95	1.105	0.04704	0.1162
0.95	1.115	0.01983	0.1032
0.95	1.125	0.08403	0.08812
0.95	1.135	0.02298	0.08447
0.95	1.145	0.01193	0.06966
0.95	1.155	0.1379	0.1008
0.95	1.165	0.04957	0.09708
0.95	1.175	0.07236	0.1114
0.95	1.185	0.03307	0.08994
0.95	1.195	0.1758	0.09897
0.95	1.205	0.2196	0.1281
0.95	1.215	0.1706	0.1195
0.95	1.225	0.1675	0.1567
0.95	1.235	0.1529	0.09098
0.95	1.245	0.2669	0.1424
0.95	1.255	0.3285	0.2084
0.95	1.265	0.2175	0.2407
0.95	1.275	0.04767	0.1219
0.95	1.285	0.2719	0.1729
0.95	1.295	0.2235	0.1114
0.95	1.305	0.2866	0.1978
0.95	1.315	0.2797	0.1848
0.95	1.325	0.3494	0.2865
0.95	1.335	0.3809	0.1774
0.95	1.345	0.2067	0.1765
0.95	1.355	0.1616	0.1072
0.95	1.365	0.2684	0.2024
0.95	1.375	0.1651	0.161
0.95	1.385	0.1127	0.2138
0.95	1.395	0.1151	0.1614
