0.405	0.0818	0.02258
0.415	0.0847	0.02495
0.425	0.05695	0.02345
0.435	0.05636	0.02546
0.445	0.05123	0.0333
0.455	0.03514	0.02732
0.465	0.0952	0.03193
0.475	0.0941	0.05219
0.485	0.158	0.05396
0.495	0.07989	0.04011
0.505	0.1793	0.06677
0.515	0.06261	0.07675
0.525	0.1515	0.05954
0.535	0.05025	0.07628
0.545	0.07771	0.07765
0.555	0.1395	0.05611
0.565	0.1496	0.08956
0.575	0.06052	0.0876
0.585	0.0461	0.0694
0.595	0.1458	0.08168
0.605	0.2249	0.08471
0.615	0.2845	0.1035
0.625	0.1769	0.08325
0.635	0.09447	0.08708
0.645	0.2221	0.09519
0.655	0.1138	0.1148
0.665	0.2346	0.1059
0.675	0.09775	0.1337
0.685	0.3006	0.1545
0.695	0.09001	0.1162
0.705	0.1255	0.1331
0.715	0.04433	0.1293
0.725	0.3501	0.1659
0.735	0.04578	0.187
0.745	0.5018	0.2591
0.755	0.01827	0.1709
0.765	-0.05564	-0.1982
0.775	0.1627	0.1531
0.785	0.005809	0.2047
0.795	0.2588	0.2097
0.805	0.075	0.1523
0.815	-0.1344	-0.1631
0.825	-0.0224	-0.1898
0.835	0.1503	0.1287
0.845	0.04256	0.1077
0.855	-0.1281	-0.155
0.865	-0.03301	-0.09573
0.875	-0.07994	-0.1229
0.885	-0.1332	-0.1744
0.895	-0.1079	-0.1063
0.905	-0.1373	-0.1276
0.915	-0.04978	-0.09351
0.925	-0.07368	-0.1138
0.935	-0.1434	-0.09354
0.945	-0.07693	-0.09689
0.955	-0.1239	-0.08071
0.965	-0.1556	-0.07688
0.975	-0.008366	-0.07909
0.985	-0.1617	-0.08703
0.995	-0.03079	-0.06352
1.005	-0.07238	-0.08337
1.015	-0.01427	-0.0778
1.025	-0.08078	-0.1069
1.035	0.005227	0.1281
1.045	0.06527	0.07903
1.055	0.07992	0.0754
1.065	0.1209	0.08178
1.075	-0.01785	-0.06321
1.085	-0.03143	-0.07617
1.095	-0.05383	-0.08343
1.105	-0.005706	-0.08772
1.115	0.007442	0.08665
1.125	-0.05889	-0.07794
1.135	-0.01526	-0.1021
1.145	0.1083	0.1284
1.155	-0.05311	-0.1109
1.165	0.1356	0.1206
1.175	0.1414	0.1179
1.185	0.1313	0.1091
1.195	0.1391	0.1024
1.205	0.2377	0.1468
1.215	0.01277	0.1034
1.225	0.2008	0.1581
1.235	0.1602	0.1316
1.245	0.09743	0.1013
1.255	0.1862	0.1812
1.265	0.3272	0.2614
1.275	0.03063	0.111
1.285	0.3442	0.1848
1.295	0.2018	0.1844
1.305	0.2459	0.1544
1.315	0.288	0.1813
1.325	0.4403	0.2468
1.335	0.1685	0.1643
1.345	0.2621	0.1675
1.355	0.2376	0.1929
1.365	0.2007	0.1355
1.375	0.2724	0.2035
1.385	0.1973	0.1928
1.395	0.1424	0.1259
