0.405  0.02389  0.05857
0.415  -0.03294  0.06013
0.425  0.02014  0.07228
0.435  -0.2646  0.09743
0.445  -0.2449  0.1046
0.455  -0.2606  0.09649
0.465  -0.3915  0.127
0.475  -0.5421  0.1425
0.485  -0.4296  0.1248
0.495  -0.4906  0.1002
0.505  -0.4084  0.09649
0.515  -0.5446  0.09615
0.525  -0.4976  0.1219
0.535  -0.4726  0.1323
0.545  -0.6432  0.1169
0.555  -0.4825  0.1139
0.565  -0.7089  0.1146
0.575  -0.715  0.1168
0.585  -0.8182  0.1257
0.595  -0.8937  0.1451
0.605  -0.8565  0.1589
0.615  -0.9121  0.1415
0.625  -0.9237  0.1761
0.635  -1.045  0.1654
0.645  -1.056  0.197
0.655  -1.27  0.2263
0.665  -1.453  0.2436
0.675  -1.474  0.2688
0.685  -1.651  0.2559
0.695  -2.247  0.3715
0.705  -2.407  0.3956
0.715  -2.465  0.3673
0.725  -2.932  0.4135
0.735  -3.184  0.5014
0.745  -3.417  0.495
0.755  -3.036  0.5486
0.765  -3.066  0.6047
0.775  -2.834  0.5082
0.785  -2.071  0.4883
0.795  -1.404  0.2601
0.805  -0.9397  0.258
0.815  -1.035  0.2939
0.825  -0.7796  0.3624
0.835  -0.6788  0.2064
0.845  -0.4586  0.1802
0.855  -0.3705  0.1313
0.865  -0.2692  0.1796
0.875  -0.1666  0.1342
0.885  -0.3474  0.177
0.895  -0.3311  0.1628
0.905  -0.0641  0.1199
0.915  -0.4055  0.1535
0.925  -0.409  0.1357
0.935  -0.3871  0.176
0.945  -0.3769  0.1371
0.955  -0.2686  0.139
0.965  -0.5166  0.1591
0.975  -0.647  0.1462
0.985  -0.7043  0.1497
0.995  -0.2955  0.1725
1.005  -0.3789  0.1522
1.015  -0.4629  0.1488
1.025  -0.4043  0.1834
1.035  -0.491  0.2034
1.045  -0.39  0.1889
1.055  -0.3766  0.1475
1.065  -0.3739  0.1624
1.075  -0.3808  0.2094
1.085  -0.2303  0.1037
1.095  -0.3775  0.1429
1.105  -0.486  0.1657
1.115  -0.3081  0.2002
1.125  -0.1944  0.1767
1.135  -0.1872  0.1869
1.145  -0.4473  0.138
1.155  -0.3008  0.1354
1.165  -0.4624  0.1972
1.175  -0.3529  0.162
1.185  -0.5266  0.2206
1.195  -0.4072  0.2226
1.205  -0.2107  0.2003
1.215  -0.1003  0.128
1.225  -0.4273  0.2008
1.235  -0.08245  0.1779
1.245  -0.2031  0.2081
1.255  -0.004  0.167
1.265  -0.07908  0.168
1.275  0.05266  0.1896
1.285  -0.01012  0.1755
1.295  -0.01877  0.163
1.305  0.09616  0.1811
1.315  -0.2904  0.2237
1.325  -0.03181  0.2079
1.335  -0.1576  0.1382
1.345  -0.1183  0.2217
1.355  -0.2014  0.1502
1.365  0.09593  0.1424
1.375  -0.2422  0.2217
1.385  -0.1859  0.1855
1.395  -0.1262  0.1715
