1.10652728874396	7.03199148610585E-6
1.32576363237502	9.8709626057978E-6
1.51755582876912	1.30004079185731E-5
1.71620590522561	1.71806398118401E-5
1.92382992539535	2.25289979631717E-5
2.12118806075771	2.85878571514875E-5
2.30562307326515	3.49527578846805E-5
2.50302945235857	4.28233195648653E-5
2.68919557954155	5.1565243273178E-5
2.90371622853282	6.32174861190287E-5
3.11050069415725	7.68319240713469E-5
3.31117264247265	9.01921854970122E-5
3.5084942257478		1.06896623745832E-4
3.70663257145327	1.24076206121273E-4
3.88463495722073	1.40547252249467E-4
4.09700823939642	1.63844439824543E-4
4.32902441719186	1.90309988779524E-4
4.52156152468147	2.17261409947824E-4
4.70061116159165	2.42338487678709E-4
4.90173746684866	2.75291908499018E-4
5.10347113543545	3.12216157098692E-4
5.30871500798414	3.4080552743922E-4
5.50604137811711	3.80163430972313E-4
5.69072250546977	4.16058158259375E-4
5.90632801491891	4.65064874723966E-4
6.10929736968285	5.15431029157857E-4
6.28681540954785	5.66827096412408E-4
6.52688785172641	6.28326523683625E-4
6.68765080482193	6.65665838332338E-4
6.88783469852396	7.30529026147306E-4
7.10296849049995	8.07956480229682E-4
7.29659303883783	8.64863400348671E-4
7.51010653245883	9.37960222915907E-4
7.69982174521844	0.00101224545750169
7.91003773379081	0.00110810295222131
8.1255535781467		0.00122140790877404
8.3152949013029		0.0013047023939116
8.50915328721812	0.00137911797142221
8.72932330827068	0.00148188508349844
8.89049414278712	0.00157346256067819
9.14285714285714	0.00169048966883668
9.32581453634085	0.00178856495895839
9.53383458646617	0.00188741862439853
9.70426065162907	0.0019932776677045
