Mass,Events,Error
0.696629213483146,36.5180467091195,6.04301635850173
0.703651685393258,46.7091295116674,6.83440776597851
0.714887640449438,49.6815286624108,7.04851251416998
0.730337078651685,48.8322717621983,6.98800914153654
0.734550561797752,56.4755838641094,7.51502387648299
0.745786516853932,65.8174097664451,8.11279296952937
0.757022471910112,66.6666666666574,8.16496580927669
0.765449438202247,73.4607218683561,8.57092304646099
0.775280898876404,81.9532908704795,9.05280569052929
0.787921348314606,87.0488322717536,9.3299963704041
0.806179775280898,94.6921443736645,9.73098886926013
0.817415730337078,89.1719745222843,9.44309136471126
0.825842696629213,125.265392781308,11.1922023204242
0.838483146067415,125.690021231415,11.2111561059248
0.845505617977528,136.305732484069,11.6750046031712
0.856741573033707,139.702760084918,11.8195922131399
0.866573033707865,153.290870488316,12.3810690365701
0.876404494382022,163.057324840757,12.7693901514817
0.884831460674157,175.796178343942,13.2588151184011
0.894662921348314,205.095541401268,14.3211571250813
0.905898876404494,208.917197452224,14.4539682251008
0.915730337078651,216.985138004241,14.7304154050129
0.924157303370786,259.447983014858,16.1073890812527
0.933988764044943,284.076433121015,16.8545671294464
0.945224719101123,335.456475583862,18.3154709353558
0.953651685393258,352.866242038215,18.7847342818102
0.964887640449438,442.03821656051,21.0247049101886
0.974719101123595,492.144373673038,22.1843272080322
0.984550561797752,553.715498938433,23.5311601698351
0.994382022471909,485.350318471339,22.0306676810155
1.00561797752809,384.713375796177,19.6141116494267
1.01404494382022,306.581740976642,17.5094757481954
1.0252808988764,272.186836518043,16.4980858440621
1.03511235955056,255.626326963902,15.9883184532928
1.04494382022471,223.354564755833,14.9450515139906
1.05477528089887,219.108280254772,14.8023065856228
1.06741573033707,215.711252653922,14.6871117873434
1.06460674157303,207.218683651799,14.3950923460671
1.07443820224719,197.027600849251,14.0366520527244
1.08707865168539,216.560509554135,14.7159950242631
1.09550561797752,197.027600849251,14.0366520527244
1.10252808988764,182.165605095535,13.4968739008533
1.11516853932584,183.014861995747,13.5282985624855
1.12359550561797,154.140127388528,12.4153182556279
1.1376404494382,162.208067940545,12.7360931191847
1.14606741573033,159.660297239908,12.6356755751289
1.15308988764044,142.250530785555,11.9268826935438
1.16573033707865,150.743099787678,12.2777481562247
1.17275280898876,127.813163481945,11.3054483980931
1.18398876404494,138.4288747346,11.7655800849172
1.18960674157303,126.963906581733,11.2678261693076
1.20365168539325,118.046709129503,10.8649302404343
1.21629213483146,117.197452229291,10.8257772113272
1.22752808988764,123.142250530777,11.0969478024715
1.23314606741573,127.388535031839,11.2866529596616
1.24297752808988,130.360934182582,11.4175712908912
1.24578651685393,122.717622080671,11.0777986116679
1.25421348314606,132.059447983007,11.4917121432364
1.2626404494382,126.114649681521,11.2300779018456
